muestra	archivo	subtipo	numero_segmentos_detectados	segmentos_presentes	segmentos_ausentes	longitud_total	N_total	porcentaje_N_total	PB2_presente	PB2_longitud	PB2_N	PB2_porcentaje_N	PB2_estado	PB1_presente	PB1_longitud	PB1_N	PB1_porcentaje_N	PB1_estado	PA_presente	PA_longitud	PA_N	PA_porcentaje_N	PA_estado	HA_presente	HA_longitud	HA_N	HA_porcentaje_N	HA_estado	NP_presente	NP_longitud	NP_N	NP_porcentaje_N	NP_estado	NA_presente	NA_longitud	NA_N	NA_porcentaje_N	NA_estado	M_presente	M_longitud	M_N	M_porcentaje_N	M_estado	NS_presente	NS_longitud	NS_N	NS_porcentaje_N	NS_estado	estado_general
IonXpress_089_232590630	IonXpress_089_232590630.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13233	372	2.81	Sí	2280	63	2.76	Correcto	Sí	2275	26	1.14	Correcto	Sí	2151	43	2.0	Correcto	Sí	1752	112	6.39	Revisar por N	Sí	1497	18	1.2	Correcto	Sí	1433	55	3.84	Correcto	Sí	982	14	1.43	Correcto	Sí	863	41	4.75	Correcto	Revisar HA/NA
IonXpress_089_232600628	IonXpress_089_232600628.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	636	4.82	Sí	2280	142	6.23	Revisar por N	Sí	2274	27	1.19	Correcto	Sí	2151	44	2.05	Correcto	Sí	1718	150	8.73	Revisar por N	Sí	1497	6	0.4	Correcto	Sí	1439	94	6.53	Revisar por N	Sí	982	25	2.55	Correcto	Sí	863	148	17.15	Muchos N	Revisar HA/NA
IonXpress_089_232612987	IonXpress_089_232612987.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13231	337	2.55	Sí	2280	69	3.03	Correcto	Sí	2273	15	0.66	Correcto	Sí	2151	42	1.95	Correcto	Sí	1752	87	4.97	Correcto	Sí	1497	6	0.4	Correcto	Sí	1433	60	4.19	Correcto	Sí	982	23	2.34	Correcto	Sí	863	35	4.06	Correcto	Apta para análisis HA/NA
IonXpress_090_232571430	IonXpress_090_232571430.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	1446	10.93	Sí	2280	224	9.82	Revisar por N	Sí	2274	261	11.48	Muchos N	Sí	2151	76	3.53	Correcto	Sí	1752	235	13.41	Muchos N	Sí	1497	244	16.3	Muchos N	Sí	1433	88	6.14	Revisar por N	Sí	982	33	3.36	Correcto	Sí	863	285	33.02	Muchos N	Revisar HA/NA
IonXpress_090_232575651	IonXpress_090_232575651.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	978	7.39	Sí	2280	282	12.37	Muchos N	Sí	2274	27	1.19	Correcto	Sí	2151	40	1.86	Correcto	Sí	1752	354	20.21	Muchos N	Sí	1497	20	1.34	Correcto	Sí	1433	169	11.79	Muchos N	Sí	982	33	3.36	Correcto	Sí	863	53	6.14	Revisar por N	Revisar HA/NA
IonXpress_090_232582696	IonXpress_090_232582696.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13198	12220	92.59	Sí	2280	2176	95.44	Muchos N	Sí	2274	2164	95.16	Muchos N	Sí	2151	2027	94.24	Muchos N	Sí	1718	1718	100.0	Muchos N	Sí	1497	1381	92.25	Muchos N	Sí	1433	1413	98.6	Muchos N	Sí	982	624	63.54	Muchos N	Sí	863	717	83.08	Muchos N	Revisar HA/NA
IonXpress_090_232585591	IonXpress_090_232585591.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13205	2088	15.81	Sí	2280	386	16.93	Muchos N	Sí	2274	41	1.8	Correcto	Sí	2151	182	8.46	Revisar por N	Sí	1718	743	43.25	Muchos N	Sí	1497	85	5.68	Revisar por N	Sí	1439	347	24.11	Muchos N	Sí	983	33	3.36	Correcto	Sí	863	271	31.4	Muchos N	Revisar HA/NA
IonXpress_090_232586597	IonXpress_090_232586597.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	1399	10.57	Sí	2280	216	9.47	Revisar por N	Sí	2274	259	11.39	Muchos N	Sí	2151	46	2.14	Correcto	Sí	1752	233	13.3	Muchos N	Sí	1497	242	16.17	Muchos N	Sí	1433	168	11.72	Muchos N	Sí	982	31	3.16	Correcto	Sí	863	204	23.64	Muchos N	Revisar HA/NA
IonXpress_090_232590650	IonXpress_090_232590650.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	349	2.64	Sí	2280	55	2.41	Correcto	Sí	2274	15	0.66	Correcto	Sí	2151	44	2.05	Correcto	Sí	1718	23	1.34	Correcto	Sí	1497	2	0.13	Correcto	Sí	1439	77	5.35	Revisar por N	Sí	982	12	1.22	Correcto	Sí	863	121	14.02	Muchos N	Revisar HA/NA
IonXpress_090_232600698	IonXpress_090_232600698.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13231	894	6.76	Sí	2280	142	6.23	Revisar por N	Sí	2273	218	9.59	Revisar por N	Sí	2151	43	2.0	Correcto	Sí	1752	171	9.76	Revisar por N	Sí	1497	81	5.41	Revisar por N	Sí	1433	155	10.82	Muchos N	Sí	982	33	3.36	Correcto	Sí	863	51	5.91	Revisar por N	Revisar HA/NA
IonXpress_090_232612989	IonXpress_090_232612989.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13184	4734	35.91	Sí	2280	997	43.73	Muchos N	Sí	2274	113	4.97	Correcto	Sí	2151	456	21.2	Muchos N	Sí	1704	1534	90.02	Muchos N	Sí	1497	219	14.63	Muchos N	Sí	1433	843	58.83	Muchos N	Sí	982	33	3.36	Correcto	Sí	863	539	62.46	Muchos N	Revisar HA/NA
IonXpress_091_232571889	IonXpress_091_232571889.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13236	2143	16.19	Sí	2280	566	24.82	Muchos N	Sí	2274	469	20.62	Muchos N	Sí	2151	92	4.28	Correcto	Sí	1756	358	20.39	Muchos N	Sí	1497	245	16.37	Muchos N	Sí	1433	59	4.12	Correcto	Sí	982	33	3.36	Correcto	Sí	863	321	37.2	Muchos N	Revisar HA/NA
IonXpress_091_232575655	IonXpress_091_232575655.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	586	4.43	Sí	2280	64	2.81	Correcto	Sí	2274	25	1.1	Correcto	Sí	2151	40	1.86	Correcto	Sí	1752	104	5.94	Revisar por N	Sí	1497	213	14.23	Muchos N	Sí	1433	59	4.12	Correcto	Sí	982	32	3.26	Correcto	Sí	863	49	5.68	Revisar por N	Revisar HA/NA
IonXpress_091_232582700	IonXpress_091_232582700.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	10563	79.83	Sí	2280	1883	82.59	Muchos N	Sí	2274	2121	93.27	Muchos N	Sí	2151	1563	72.66	Muchos N	Sí	1752	1339	76.43	Muchos N	Sí	1497	1303	87.04	Muchos N	Sí	1433	1028	71.74	Muchos N	Sí	982	548	55.8	Muchos N	Sí	863	778	90.15	Muchos N	Revisar HA/NA
IonXpress_091_232585633	IonXpress_091_232585633.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	2410	18.25	Sí	2280	726	31.84	Muchos N	Sí	2274	53	2.33	Correcto	Sí	2151	154	7.16	Revisar por N	Sí	1718	837	48.72	Muchos N	Sí	1497	217	14.5	Muchos N	Sí	1439	279	19.39	Muchos N	Sí	982	33	3.36	Correcto	Sí	863	111	12.86	Muchos N	Revisar HA/NA
IonXpress_091_232586892	IonXpress_091_232586892.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	858	6.48	Sí	2280	224	9.82	Revisar por N	Sí	2274	111	4.88	Correcto	Sí	2151	40	1.86	Correcto	Sí	1752	238	13.58	Muchos N	Sí	1497	18	1.2	Correcto	Sí	1433	152	10.61	Muchos N	Sí	982	24	2.44	Correcto	Sí	863	51	5.91	Revisar por N	Revisar HA/NA
IonXpress_091_232590913	IonXpress_091_232590913.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13230	389	2.94	Sí	2280	55	2.41	Correcto	Sí	2272	23	1.01	Correcto	Sí	2151	39	1.81	Correcto	Sí	1752	112	6.39	Revisar por N	Sí	1497	20	1.34	Correcto	Sí	1433	59	4.12	Correcto	Sí	982	30	3.05	Correcto	Sí	863	51	5.91	Revisar por N	Revisar HA/NA
IonXpress_091_232600710	IonXpress_091_232600710.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	796	6.03	Sí	2280	294	12.89	Muchos N	Sí	2274	40	1.76	Correcto	Sí	2151	44	2.05	Correcto	Sí	1718	41	2.39	Correcto	Sí	1497	6	0.4	Correcto	Sí	1439	106	7.37	Revisar por N	Sí	982	24	2.44	Correcto	Sí	863	241	27.93	Muchos N	Revisar HA/NA
IonXpress_091_232612990	IonXpress_091_232612990.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	512	3.88	Sí	2280	193	8.46	Revisar por N	Sí	2274	26	1.14	Correcto	Sí	2151	42	1.95	Correcto	Sí	1718	70	4.07	Correcto	Sí	1497	20	1.34	Correcto	Sí	1439	88	6.12	Revisar por N	Sí	982	25	2.55	Correcto	Sí	863	48	5.56	Revisar por N	Revisar HA/NA
IonXpress_092_232571922	IonXpress_092_232571922.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	1567	11.84	Sí	2280	434	19.04	Muchos N	Sí	2274	277	12.18	Muchos N	Sí	2151	54	2.51	Correcto	Sí	1752	149	8.5	Revisar por N	Sí	1497	186	12.42	Muchos N	Sí	1433	60	4.19	Correcto	Sí	982	33	3.36	Correcto	Sí	863	374	43.34	Muchos N	Revisar HA/NA
IonXpress_092_232582712	IonXpress_092_232582712.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13207	5126	38.81	Sí	2280	1346	59.04	Muchos N	Sí	2274	425	18.69	Muchos N	Sí	2150	852	39.63	Muchos N	Sí	1721	874	50.78	Muchos N	Sí	1497	449	29.99	Muchos N	Sí	1439	724	50.31	Muchos N	Sí	982	174	17.72	Muchos N	Sí	864	282	32.64	Muchos N	Revisar HA/NA
IonXpress_092_232585735	IonXpress_092_232585735.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	747	5.65	Sí	2280	68	2.98	Correcto	Sí	2274	208	9.15	Revisar por N	Sí	2151	44	2.05	Correcto	Sí	1752	168	9.59	Revisar por N	Sí	1497	6	0.4	Correcto	Sí	1433	180	12.56	Muchos N	Sí	982	33	3.36	Correcto	Sí	863	40	4.63	Correcto	Revisar HA/NA
IonXpress_092_232587060	IonXpress_092_232587060.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	759	5.74	Sí	2280	106	4.65	Correcto	Sí	2274	116	5.1	Revisar por N	Sí	2151	40	1.86	Correcto	Sí	1752	156	8.9	Revisar por N	Sí	1497	119	7.95	Revisar por N	Sí	1433	146	10.19	Muchos N	Sí	982	25	2.55	Correcto	Sí	863	51	5.91	Revisar por N	Revisar HA/NA
IonXpress_092_232600024	IonXpress_092_232600024.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	1121	8.49	Sí	2280	104	4.56	Correcto	Sí	2274	41	1.8	Correcto	Sí	2151	58	2.7	Correcto	Sí	1718	387	22.53	Muchos N	Sí	1497	21	1.4	Correcto	Sí	1439	188	13.06	Muchos N	Sí	982	14	1.43	Correcto	Sí	863	308	35.69	Muchos N	Revisar HA/NA
IonXpress_092_232600784	IonXpress_092_232600784.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	728	5.51	Sí	2280	180	7.89	Revisar por N	Sí	2274	23	1.01	Correcto	Sí	2151	56	2.6	Correcto	Sí	1718	120	6.98	Revisar por N	Sí	1497	19	1.27	Correcto	Sí	1439	94	6.53	Revisar por N	Sí	982	24	2.44	Correcto	Sí	863	212	24.57	Muchos N	Revisar HA/NA
IonXpress_092_232612991	IonXpress_092_232612991.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13231	494	3.73	Sí	2280	60	2.63	Correcto	Sí	2273	23	1.01	Correcto	Sí	2151	39	1.81	Correcto	Sí	1752	156	8.9	Revisar por N	Sí	1497	6	0.4	Correcto	Sí	1433	136	9.49	Revisar por N	Sí	982	24	2.44	Correcto	Sí	863	50	5.79	Revisar por N	Revisar HA/NA
IonXpress_093_232571978	IonXpress_093_232571978.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	2376	17.96	Sí	2280	569	24.96	Muchos N	Sí	2274	524	23.04	Muchos N	Sí	2151	107	4.97	Correcto	Sí	1752	244	13.93	Muchos N	Sí	1497	254	16.97	Muchos N	Sí	1433	254	17.73	Muchos N	Sí	982	33	3.36	Correcto	Sí	863	391	45.31	Muchos N	Revisar HA/NA
IonXpress_093_232575684	IonXpress_093_232575684.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	1409	10.67	Sí	2280	715	31.36	Muchos N	Sí	2274	102	4.49	Correcto	Sí	2151	89	4.14	Correcto	Sí	1718	160	9.31	Revisar por N	Sí	1497	20	1.34	Correcto	Sí	1439	99	6.88	Revisar por N	Sí	982	13	1.32	Correcto	Sí	863	211	24.45	Muchos N	Revisar HA/NA
IonXpress_093_232582723	IonXpress_093_232582723.consensus.fasta	NO_DETECTADO	0		PB2,PB1,PA,HA,NP,NA,M,NS	0	0	0	No				Ausente	No				Ausente	No				Ausente	No				Ausente	No				Ausente	No				Ausente	No				Ausente	No				Ausente	No apta para HA/NA
IonXpress_093_232585766	IonXpress_093_232585766.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	636	4.82	Sí	2280	80	3.51	Correcto	Sí	2274	27	1.19	Correcto	Sí	2151	63	2.93	Correcto	Sí	1718	95	5.53	Revisar por N	Sí	1497	19	1.27	Correcto	Sí	1439	186	12.93	Muchos N	Sí	982	25	2.55	Correcto	Sí	863	141	16.34	Muchos N	Revisar HA/NA
IonXpress_093_232587086	IonXpress_093_232587086.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13223	327	2.47	Sí	2272	55	2.42	Correcto	Sí	2273	21	0.92	Correcto	Sí	2151	23	1.07	Correcto	Sí	1752	91	5.19	Revisar por N	Sí	1497	8	0.53	Correcto	Sí	1433	46	3.21	Correcto	Sí	982	32	3.26	Correcto	Sí	863	51	5.91	Revisar por N	Revisar HA/NA
IonXpress_093_232600042	IonXpress_093_232600042.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13203	1241	9.4	Sí	2280	322	14.12	Muchos N	Sí	2274	27	1.19	Correcto	Sí	2151	57	2.65	Correcto	Sí	1718	277	16.12	Muchos N	Sí	1496	16	1.07	Correcto	Sí	1439	226	15.71	Muchos N	Sí	982	14	1.43	Correcto	Sí	863	302	34.99	Muchos N	Revisar HA/NA
IonXpress_093_232600792	IonXpress_093_232600792.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	749	5.67	Sí	2280	104	4.56	Correcto	Sí	2274	41	1.8	Correcto	Sí	2151	57	2.65	Correcto	Sí	1718	143	8.32	Revisar por N	Sí	1497	7	0.47	Correcto	Sí	1439	120	8.34	Revisar por N	Sí	982	25	2.55	Correcto	Sí	863	252	29.2	Muchos N	Revisar HA/NA
IonXpress_093_232612992	IonXpress_093_232612992.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13184	2731	20.71	Sí	2280	412	18.07	Muchos N	Sí	2274	23	1.01	Correcto	Sí	2151	452	21.01	Muchos N	Sí	1704	1021	59.92	Muchos N	Sí	1497	12	0.8	Correcto	Sí	1433	729	50.87	Muchos N	Sí	982	33	3.36	Correcto	Sí	863	49	5.68	Revisar por N	Revisar HA/NA
IonXpress_094_232572106	IonXpress_094_232572106.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	2202	16.64	Sí	2280	375	16.45	Muchos N	Sí	2274	514	22.6	Muchos N	Sí	2151	99	4.6	Correcto	Sí	1752	241	13.76	Muchos N	Sí	1497	248	16.57	Muchos N	Sí	1433	415	28.96	Muchos N	Sí	982	33	3.36	Correcto	Sí	863	277	32.1	Muchos N	Revisar HA/NA
IonXpress_094_232575901	IonXpress_094_232575901.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13231	596	4.5	Sí	2280	213	9.34	Revisar por N	Sí	2273	69	3.04	Correcto	Sí	2151	43	2.0	Correcto	Sí	1752	106	6.05	Revisar por N	Sí	1497	29	1.94	Correcto	Sí	1433	58	4.05	Correcto	Sí	982	28	2.85	Correcto	Sí	863	50	5.79	Revisar por N	Revisar HA/NA
IonXpress_094_232585825	IonXpress_094_232585825.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13231	862	6.52	Sí	2280	64	2.81	Correcto	Sí	2273	226	9.94	Revisar por N	Sí	2151	56	2.6	Correcto	Sí	1752	246	14.04	Muchos N	Sí	1497	6	0.4	Correcto	Sí	1433	189	13.19	Muchos N	Sí	982	33	3.36	Correcto	Sí	863	42	4.87	Correcto	Revisar HA/NA
IonXpress_094_232587142	IonXpress_094_232587142.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13205	4432	33.56	Sí	2280	648	28.42	Muchos N	Sí	2275	671	29.49	Muchos N	Sí	2151	338	15.71	Muchos N	Sí	1718	974	56.69	Muchos N	Sí	1497	21	1.4	Correcto	Sí	1439	1090	75.75	Muchos N	Sí	982	113	11.51	Muchos N	Sí	863	577	66.86	Muchos N	Revisar HA/NA
IonXpress_094_232600915	IonXpress_094_232600915.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13231	354	2.68	Sí	2280	60	2.63	Correcto	Sí	2273	25	1.1	Correcto	Sí	2151	40	1.86	Correcto	Sí	1752	87	4.97	Correcto	Sí	1497	13	0.87	Correcto	Sí	1433	55	3.84	Correcto	Sí	982	24	2.44	Correcto	Sí	863	50	5.79	Revisar por N	Apta para análisis HA/NA
IonXpress_094_232612994	IonXpress_094_232612994.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	506	3.83	Sí	2280	83	3.64	Correcto	Sí	2274	25	1.1	Correcto	Sí	2151	44	2.05	Correcto	Sí	1718	101	5.88	Revisar por N	Sí	1497	6	0.4	Correcto	Sí	1439	97	6.74	Revisar por N	Sí	982	24	2.44	Correcto	Sí	863	126	14.6	Muchos N	Revisar HA/NA
